,1BathRoomWater,timestamp
0,PRESENT,2022-04-13 13:06:38.524000+02:00
1,NOT_PRESENT,2022-04-13 16:29:23.285000+02:00
2,PRESENT,2022-04-13 16:30:06.240000+02:00
3,NOT_PRESENT,2022-04-13 16:30:45.583000+02:00
4,PRESENT,2022-04-13 16:31:02.330000+02:00
5,NOT_PRESENT,2022-04-13 16:31:21.781000+02:00
6,PRESENT,2022-04-13 16:31:33.036000+02:00
7,NOT_PRESENT,2022-04-13 16:31:44.506000+02:00
8,PRESENT,2022-04-13 16:32:13.570000+02:00
9,NOT_PRESENT,2022-04-13 16:32:23.737000+02:00
10,PRESENT,2022-04-13 16:32:50.779000+02:00
11,NOT_PRESENT,2022-04-13 16:33:32.584000+02:00
12,PRESENT,2022-04-13 16:34:06.868000+02:00
13,NOT_PRESENT,2022-04-13 16:34:19.980000+02:00
14,PRESENT,2022-04-13 16:34:30.555000+02:00
15,NOT_PRESENT,2022-04-13 16:35:11.472000+02:00
16,PRESENT,2022-04-13 16:36:47.084000+02:00
17,NOT_PRESENT,2022-04-13 16:37:01.307000+02:00
18,PRESENT,2022-04-13 16:37:37.373000+02:00
19,NOT_PRESENT,2022-04-13 16:37:43.919000+02:00
20,PRESENT,2022-04-13 16:38:15.005000+02:00
21,NOT_PRESENT,2022-04-13 16:38:23.818000+02:00
22,PRESENT,2022-04-13 16:38:50.170000+02:00
23,NOT_PRESENT,2022-04-13 16:39:14.085000+02:00
24,PRESENT,2022-04-13 16:43:34.216000+02:00
25,NOT_PRESENT,2022-04-13 16:43:54.943000+02:00
26,PRESENT,2022-04-13 16:47:27.223000+02:00
27,NOT_PRESENT,2022-04-13 16:47:33.522000+02:00
28,PRESENT,2022-04-13 17:23:45.974000+02:00
29,NOT_PRESENT,2022-04-13 18:15:43.780000+02:00
30,PRESENT,2022-04-13 18:16:09.208000+02:00
31,NOT_PRESENT,2022-04-13 18:16:15.060000+02:00
0,PRESENT,2022-04-14 05:08:02.871000+02:00
1,NOT_PRESENT,2022-04-14 05:09:06.121000+02:00
2,PRESENT,2022-04-14 11:41:52.828000+02:00
3,NOT_PRESENT,2022-04-14 13:28:18.453000+02:00
4,PRESENT,2022-04-14 13:28:24.119000+02:00
5,NOT_PRESENT,2022-04-14 13:28:31.142000+02:00
6,PRESENT,2022-04-14 13:28:43.814000+02:00
7,NOT_PRESENT,2022-04-14 13:28:58.505000+02:00
8,PRESENT,2022-04-14 13:29:22.813000+02:00
9,NOT_PRESENT,2022-04-14 13:29:30.759000+02:00
0,PRESENT,2022-04-15 09:17:50.753000+02:00
1,NOT_PRESENT,2022-04-15 10:21:49.714000+02:00
2,PRESENT,2022-04-15 10:21:55.346000+02:00
3,NOT_PRESENT,2022-04-15 10:21:56.688000+02:00
4,PRESENT,2022-04-15 10:22:25.927000+02:00
5,NOT_PRESENT,2022-04-15 10:22:40.729000+02:00
6,PRESENT,2022-04-15 10:22:50.442000+02:00
7,NOT_PRESENT,2022-04-15 10:22:54.992000+02:00
8,PRESENT,2022-04-15 10:23:01.743000+02:00
9,NOT_PRESENT,2022-04-15 10:23:04.445000+02:00
10,PRESENT,2022-04-15 10:23:13.722000+02:00
11,NOT_PRESENT,2022-04-15 10:23:24.148000+02:00
12,PRESENT,2022-04-15 10:23:35.709000+02:00
13,NOT_PRESENT,2022-04-15 10:24:16.159000+02:00
14,PRESENT,2022-04-15 10:24:29.330000+02:00
15,NOT_PRESENT,2022-04-15 10:24:50.259000+02:00
16,PRESENT,2022-04-15 10:24:52.963000+02:00
17,NOT_PRESENT,2022-04-15 10:25:10.825000+02:00
18,PRESENT,2022-04-15 10:25:16.460000+02:00
19,NOT_PRESENT,2022-04-15 10:25:23.973000+02:00
20,PRESENT,2022-04-15 10:25:43.750000+02:00
21,NOT_PRESENT,2022-04-15 10:25:45.094000+02:00
22,PRESENT,2022-04-15 10:28:21.293000+02:00
23,NOT_PRESENT,2022-04-15 10:28:22.638000+02:00
24,PRESENT,2022-04-15 10:28:26.672000+02:00
25,NOT_PRESENT,2022-04-15 10:28:28.016000+02:00
26,PRESENT,2022-04-15 10:29:11.870000+02:00
27,NOT_PRESENT,2022-04-15 10:29:15.062000+02:00
28,PRESENT,2022-04-15 10:31:45.862000+02:00
29,NOT_PRESENT,2022-04-15 10:31:54.750000+02:00
30,PRESENT,2022-04-15 10:34:24.252000+02:00
31,NOT_PRESENT,2022-04-15 10:34:25.598000+02:00
32,PRESENT,2022-04-15 10:34:32.846000+02:00
33,NOT_PRESENT,2022-04-15 10:34:37.839000+02:00
34,PRESENT,2022-04-15 10:36:41.963000+02:00
35,NOT_PRESENT,2022-04-15 10:36:47.196000+02:00
36,PRESENT,2022-04-15 10:36:55.365000+02:00
37,NOT_PRESENT,2022-04-15 10:36:56.711000+02:00
38,PRESENT,2022-04-15 12:42:10.006000+02:00
39,NOT_PRESENT,2022-04-15 12:48:05.344000+02:00
40,PRESENT,2022-04-15 14:57:29.929000+02:00
41,NOT_PRESENT,2022-04-15 14:57:41.180000+02:00
42,PRESENT,2022-04-15 14:58:16.492000+02:00
43,NOT_PRESENT,2022-04-15 14:58:31.982000+02:00
44,PRESENT,2022-04-15 14:58:48.599000+02:00
45,NOT_PRESENT,2022-04-15 17:31:29.711000+02:00
0,PRESENT,2022-04-17 17:14:29.185000+02:00
1,NOT_PRESENT,2022-04-17 17:31:57.785000+02:00
2,PRESENT,2022-04-17 17:32:02.029000+02:00
3,NOT_PRESENT,2022-04-17 17:35:54.065000+02:00
4,PRESENT,2022-04-17 17:35:58.292000+02:00
5,NOT_PRESENT,2022-04-17 17:36:02.561000+02:00
6,PRESENT,2022-04-17 17:36:11.286000+02:00
7,NOT_PRESENT,2022-04-17 17:38:01.182000+02:00
8,PRESENT,2022-04-17 17:38:10.877000+02:00
9,NOT_PRESENT,2022-04-17 17:38:14.474000+02:00
10,PRESENT,2022-04-17 17:38:23.445000+02:00
11,NOT_PRESENT,2022-04-17 17:39:53.095000+02:00
12,PRESENT,2022-04-17 17:40:07.031000+02:00
13,NOT_PRESENT,2022-04-17 17:41:27.536000+02:00
14,PRESENT,2022-04-17 17:44:38.276000+02:00
15,NOT_PRESENT,2022-04-17 17:44:56.354000+02:00
16,PRESENT,2022-04-17 17:45:07.358000+02:00
17,NOT_PRESENT,2022-04-17 17:45:32.566000+02:00
18,PRESENT,2022-04-17 17:45:38.839000+02:00
19,NOT_PRESENT,2022-04-17 17:45:55.560000+02:00
20,PRESENT,2022-04-17 17:46:03.182000+02:00
21,NOT_PRESENT,2022-04-17 17:47:21.780000+02:00
22,PRESENT,2022-04-17 17:47:55.940000+02:00
23,NOT_PRESENT,2022-04-17 17:48:14.011000+02:00
24,PRESENT,2022-04-17 17:48:53.422000+02:00
25,NOT_PRESENT,2022-04-17 17:49:33.792000+02:00
26,PRESENT,2022-04-17 17:50:01.088000+02:00
27,NOT_PRESENT,2022-04-17 17:50:18.912000+02:00
28,PRESENT,2022-04-17 17:50:41.437000+02:00
29,NOT_PRESENT,2022-04-17 17:50:48.218000+02:00
30,PRESENT,2022-04-17 17:51:08.478000+02:00
31,NOT_PRESENT,2022-04-17 17:51:15.451000+02:00
32,PRESENT,2022-04-17 17:51:45.691000+02:00
33,NOT_PRESENT,2022-04-17 17:51:52.472000+02:00
34,PRESENT,2022-04-17 17:53:13.427000+02:00
35,NOT_PRESENT,2022-04-17 17:53:27.882000+02:00
36,PRESENT,2022-04-17 17:53:33.478000+02:00
37,NOT_PRESENT,2022-04-17 17:53:49.717000+02:00
38,PRESENT,2022-04-17 17:54:02.982000+02:00
39,NOT_PRESENT,2022-04-17 17:54:05.904000+02:00
40,PRESENT,2022-04-17 17:54:17.334000+02:00
41,NOT_PRESENT,2022-04-17 17:54:37.855000+02:00
42,PRESENT,2022-04-17 17:55:01.249000+02:00
43,NOT_PRESENT,2022-04-17 17:55:10.728000+02:00
44,PRESENT,2022-04-17 17:55:17+02:00
45,NOT_PRESENT,2022-04-17 17:55:21.947000+02:00
46,PRESENT,2022-04-17 17:58:41.536000+02:00
47,NOT_PRESENT,2022-04-17 17:58:50.105000+02:00
0,PRESENT,2022-04-18 16:40:34.695000+02:00
1,NOT_PRESENT,2022-04-18 18:06:20.140000+02:00
0,PRESENT,2022-04-19 08:58:51.616000+02:00
1,NOT_PRESENT,2022-04-19 09:35:45.166000+02:00
2,PRESENT,2022-04-19 09:35:54.345000+02:00
3,NOT_PRESENT,2022-04-19 09:36:04.931000+02:00
4,PRESENT,2022-04-19 09:36:10.526000+02:00
5,NOT_PRESENT,2022-04-19 09:37:18.381000+02:00
6,PRESENT,2022-04-19 09:37:26.968000+02:00
7,NOT_PRESENT,2022-04-19 09:37:44.057000+02:00
8,PRESENT,2022-04-19 09:38:06.680000+02:00
9,NOT_PRESENT,2022-04-19 09:38:10.660000+02:00
10,PRESENT,2022-04-19 09:38:49.884000+02:00
11,NOT_PRESENT,2022-04-19 09:39:41.338000+02:00
12,PRESENT,2022-04-19 09:42:50.147000+02:00
13,NOT_PRESENT,2022-04-19 09:42:54.422000+02:00
14,PRESENT,2022-04-19 09:46:08.060000+02:00
15,NOT_PRESENT,2022-04-19 09:46:09.393000+02:00
16,PRESENT,2022-04-19 14:59:44.132000+02:00
17,NOT_PRESENT,2022-04-19 16:42:30.028000+02:00
0,PRESENT,2022-04-20 13:18:12.171000+02:00
1,NOT_PRESENT,2022-04-20 13:18:33.510000+02:00
0,PRESENT,2022-04-21 07:25:36.257000+02:00
1,NOT_PRESENT,2022-04-21 08:48:19.183000+02:00
0,PRESENT,2022-04-22 06:54:59.717000+02:00
1,NOT_PRESENT,2022-04-22 07:02:00.989000+02:00
2,PRESENT,2022-04-22 07:19:13.865000+02:00
3,NOT_PRESENT,2022-04-22 07:19:18.994000+02:00
4,PRESENT,2022-04-22 07:19:27.747000+02:00
5,NOT_PRESENT,2022-04-22 07:19:29.987000+02:00
6,PRESENT,2022-04-22 07:19:35.567000+02:00
7,NOT_PRESENT,2022-04-22 07:26:26.811000+02:00
8,PRESENT,2022-04-22 07:26:28.545000+02:00
9,NOT_PRESENT,2022-04-22 07:26:42.276000+02:00
10,PRESENT,2022-04-22 07:29:45.924000+02:00
11,NOT_PRESENT,2022-04-22 07:29:58.115000+02:00
12,PRESENT,2022-04-22 07:30:00.772000+02:00
13,NOT_PRESENT,2022-04-22 07:30:12.044000+02:00
14,PRESENT,2022-04-22 07:30:18.561000+02:00
15,NOT_PRESENT,2022-04-22 07:30:24.186000+02:00
16,PRESENT,2022-04-22 07:30:26.600000+02:00
17,NOT_PRESENT,2022-04-22 07:30:27.931000+02:00
18,PRESENT,2022-04-22 07:30:42.116000+02:00
19,NOT_PRESENT,2022-04-22 07:30:52.036000+02:00
20,PRESENT,2022-04-22 07:30:56.039000+02:00
21,NOT_PRESENT,2022-04-22 07:30:57.370000+02:00
22,PRESENT,2022-04-22 07:30:59.108000+02:00
23,NOT_PRESENT,2022-04-22 07:31:00.438000+02:00
24,PRESENT,2022-04-22 07:31:02.176000+02:00
25,NOT_PRESENT,2022-04-22 07:31:04.421000+02:00
26,PRESENT,2022-04-22 07:31:12.521000+02:00
27,NOT_PRESENT,2022-04-22 07:31:14.280000+02:00
28,PRESENT,2022-04-22 07:31:18.523000+02:00
29,NOT_PRESENT,2022-04-22 07:31:25.298000+02:00
30,PRESENT,2022-04-22 07:31:28.868000+02:00
31,NOT_PRESENT,2022-04-22 07:31:32.463000+02:00
32,PRESENT,2022-04-22 07:31:57.005000+02:00
33,NOT_PRESENT,2022-04-22 07:32:18.583000+02:00
34,PRESENT,2022-04-22 07:32:21.237000+02:00
35,NOT_PRESENT,2022-04-22 07:32:39.484000+02:00
36,PRESENT,2022-04-22 07:33:42.337000+02:00
37,NOT_PRESENT,2022-04-22 07:33:45.260000+02:00
0,PRESENT,2022-04-23 08:19:23.630000+02:00
1,NOT_PRESENT,2022-04-23 10:38:52.859000+02:00
0,PRESENT,2022-04-24 11:58:49.564000+02:00
1,NOT_PRESENT,2022-04-24 11:59:00.591000+02:00
2,PRESENT,2022-04-24 11:59:23.559000+02:00
3,NOT_PRESENT,2022-04-24 12:50:27.777000+02:00
0,PRESENT,2022-04-25 07:53:29.811000+02:00
1,NOT_PRESENT,2022-04-25 08:21:16.103000+02:00
2,PRESENT,2022-04-25 08:21:50.830000+02:00
3,NOT_PRESENT,2022-04-25 08:21:56.458000+02:00
0,PRESENT,2022-04-26 07:19:33.479000+02:00
1,NOT_PRESENT,2022-04-26 09:43:47.762000+02:00
0,PRESENT,2022-04-28 09:36:49.287000+02:00
1,NOT_PRESENT,2022-04-28 09:38:58.898000+02:00
0,PRESENT,2022-04-30 10:40:11.197000+02:00
1,NOT_PRESENT,2022-04-30 13:18:46.612000+02:00
0,PRESENT,2022-05-01 12:58:08.002000+02:00
1,NOT_PRESENT,2022-05-01 15:43:37.467000+02:00
0,PRESENT,2022-05-02 11:19:37.581000+02:00
1,NOT_PRESENT,2022-05-02 13:38:27.853000+02:00
0,PRESENT,2022-05-04 07:18:25.185000+02:00
1,NOT_PRESENT,2022-05-04 07:19:56.811000+02:00
0,PRESENT,2022-05-05 08:27:39.501000+02:00
1,NOT_PRESENT,2022-05-05 09:07:40.847000+02:00
0,PRESENT,2022-05-06 07:03:49.489000+02:00
1,NOT_PRESENT,2022-05-06 07:08:15.481000+02:00
2,PRESENT,2022-05-06 07:08:23.360000+02:00
3,NOT_PRESENT,2022-05-06 07:08:39.715000+02:00
4,PRESENT,2022-05-06 07:08:42.359000+02:00
5,NOT_PRESENT,2022-05-06 07:10:32.371000+02:00
6,PRESENT,2022-05-06 07:11:29.068000+02:00
7,NOT_PRESENT,2022-05-06 07:11:37.368000+02:00
8,PRESENT,2022-05-06 07:11:52.606000+02:00
9,NOT_PRESENT,2022-05-06 07:12:06.771000+02:00
10,PRESENT,2022-05-06 07:12:34.703000+02:00
11,NOT_PRESENT,2022-05-06 07:12:39.211000+02:00
12,PRESENT,2022-05-06 07:13:37.093000+02:00
13,NOT_PRESENT,2022-05-06 07:13:58.472000+02:00
14,PRESENT,2022-05-06 08:14:28.655000+02:00
15,NOT_PRESENT,2022-05-06 08:26:00.768000+02:00
0,PRESENT,2022-05-10 12:57:17.397000+02:00
1,NOT_PRESENT,2022-05-10 14:28:58.778000+02:00
0,PRESENT,2022-05-15 08:54:40.350000+02:00
1,NOT_PRESENT,2022-05-15 13:20:03.887000+02:00
0,PRESENT,2022-05-16 10:34:54.290000+02:00
1,NOT_PRESENT,2022-05-16 18:25:10.957000+02:00
0,PRESENT,2022-05-17 11:47:07.743000+02:00
1,NOT_PRESENT,2022-05-17 15:14:39.262000+02:00
2,PRESENT,2022-05-17 15:44:42.127000+02:00
3,NOT_PRESENT,2022-05-17 15:50:48.664000+02:00
0,PRESENT,2022-05-18 08:54:48.426000+02:00
1,NOT_PRESENT,2022-05-18 10:21:38.045000+02:00
0,PRESENT,2022-05-19 10:51:43.168000+02:00
1,NOT_PRESENT,2022-05-19 11:00:52.504000+02:00
2,PRESENT,2022-05-19 11:13:38.315000+02:00
3,NOT_PRESENT,2022-05-19 16:56:46.259000+02:00
0,PRESENT,2022-05-20 11:34:50.607000+02:00
1,NOT_PRESENT,2022-05-20 19:57:58.239000+02:00
0,PRESENT,2022-05-21 10:16:03.347000+02:00
1,NOT_PRESENT,2022-05-21 16:13:15.809000+02:00
0,PRESENT,2022-05-22 09:49:23.048000+02:00
1,NOT_PRESENT,2022-05-22 10:59:10.466000+02:00
2,PRESENT,2022-05-22 11:13:43.625000+02:00
3,NOT_PRESENT,2022-05-22 11:22:10.926000+02:00
0,PRESENT,2022-05-23 10:11:34.329000+02:00
1,NOT_PRESENT,2022-05-23 12:14:04.153000+02:00
0,PRESENT,2022-05-24 11:09:15.333000+02:00
1,NOT_PRESENT,2022-05-24 12:05:35.872000+02:00
2,PRESENT,2022-05-24 12:06:00.808000+02:00
3,NOT_PRESENT,2022-05-24 12:06:05.746000+02:00
0,PRESENT,2022-05-25 10:12:34.512000+02:00
1,NOT_PRESENT,2022-05-25 12:18:11.090000+02:00
0,PRESENT,2022-05-26 09:09:18.892000+02:00
1,NOT_PRESENT,2022-05-26 09:50:47.552000+02:00
0,PRESENT,2022-05-27 11:34:03.311000+02:00
1,NOT_PRESENT,2022-05-27 12:37:07.153000+02:00
0,PRESENT,2022-05-28 20:09:09.474000+02:00
0,NOT_PRESENT,2022-05-28 21:21:26.791000+02:00
1,PRESENT,2022-05-29 15:00:09.493000+02:00
2,NOT_PRESENT,2022-05-29 19:32:53.930000+02:00
0,PRESENT,2022-05-30 09:40:21.181000+02:00
1,NOT_PRESENT,2022-05-30 11:17:30.300000+02:00
0,PRESENT,2022-05-31 10:18:31.352000+02:00
1,NOT_PRESENT,2022-05-31 10:18:38.364000+02:00
2,PRESENT,2022-05-31 10:18:56.139000+02:00
3,NOT_PRESENT,2022-05-31 11:04:28.935000+02:00
4,PRESENT,2022-05-31 11:04:37.923000+02:00
5,NOT_PRESENT,2022-05-31 11:14:02.495000+02:00
6,PRESENT,2022-05-31 11:14:15.812000+02:00
7,NOT_PRESENT,2022-05-31 11:14:21.505000+02:00
8,PRESENT,2022-05-31 11:14:29.399000+02:00
9,NOT_PRESENT,2022-05-31 11:15:13.786000+02:00
10,PRESENT,2022-05-31 11:15:17.127000+02:00
11,NOT_PRESENT,2022-05-31 11:15:55.652000+02:00
12,PRESENT,2022-05-31 11:16:09.210000+02:00
13,NOT_PRESENT,2022-05-31 11:17:21.921000+02:00
14,PRESENT,2022-05-31 11:17:33.881000+02:00
15,NOT_PRESENT,2022-05-31 11:18:20.538000+02:00
16,PRESENT,2022-05-31 11:18:29.112000+02:00
17,NOT_PRESENT,2022-05-31 11:18:44.491000+02:00
18,PRESENT,2022-05-31 11:18:54.420000+02:00
19,NOT_PRESENT,2022-05-31 11:19:00.984000+02:00
20,PRESENT,2022-05-31 11:19:18.170000+02:00
21,NOT_PRESENT,2022-05-31 11:19:49.429000+02:00
22,PRESENT,2022-05-31 11:19:55.045000+02:00
23,NOT_PRESENT,2022-05-31 11:30:11.999000+02:00
24,PRESENT,2022-05-31 11:30:55.278000+02:00
25,NOT_PRESENT,2022-05-31 11:31:48.525000+02:00
26,PRESENT,2022-05-31 11:37:41.174000+02:00
27,NOT_PRESENT,2022-05-31 11:37:52.322000+02:00
28,PRESENT,2022-05-31 15:35:50.875000+02:00
29,NOT_PRESENT,2022-05-31 15:44:39.095000+02:00
0,PRESENT,2022-06-01 10:14:29.349000+02:00
1,NOT_PRESENT,2022-06-01 12:56:05.516000+02:00
2,PRESENT,2022-06-01 14:35:17.826000+02:00
3,NOT_PRESENT,2022-06-01 14:35:29.431000+02:00
4,PRESENT,2022-06-01 14:35:53.646000+02:00
5,NOT_PRESENT,2022-06-01 14:36:13.137000+02:00
0,PRESENT,2022-06-02 15:46:48.550000+02:00
1,NOT_PRESENT,2022-06-02 18:07:48.832000+02:00
2,PRESENT,2022-06-02 18:08:07.416000+02:00
3,NOT_PRESENT,2022-06-02 18:08:12.393000+02:00
0,PRESENT,2022-06-03 08:09:40.711000+02:00
1,NOT_PRESENT,2022-06-03 08:10:10.143000+02:00
2,PRESENT,2022-06-03 08:10:14.128000+02:00
3,NOT_PRESENT,2022-06-03 08:15:12.759000+02:00
4,PRESENT,2022-06-03 11:11:58.579000+02:00
5,NOT_PRESENT,2022-06-03 11:12:43.744000+02:00
6,PRESENT,2022-06-03 11:24:46.424000+02:00
7,NOT_PRESENT,2022-06-03 11:25:10.836000+02:00
8,PRESENT,2022-06-03 11:26:07.129000+02:00
9,NOT_PRESENT,2022-06-03 11:52:42.812000+02:00
10,PRESENT,2022-06-03 12:28:53.209000+02:00
11,NOT_PRESENT,2022-06-03 17:09:35.685000+02:00
12,PRESENT,2022-06-03 18:30:15.409000+02:00
0,NOT_PRESENT,2022-06-03 21:38:49.338000+02:00
1,PRESENT,2022-06-04 08:35:50.440000+02:00
2,NOT_PRESENT,2022-06-04 12:39:02.717000+02:00
0,PRESENT,2022-06-05 09:19:15.449000+02:00
1,NOT_PRESENT,2022-06-05 13:51:07.949000+02:00
0,PRESENT,2022-06-06 06:57:03.646000+02:00
1,NOT_PRESENT,2022-06-06 06:58:01.494000+02:00
2,PRESENT,2022-06-06 06:58:15.690000+02:00
3,NOT_PRESENT,2022-06-06 06:58:17.697000+02:00
4,PRESENT,2022-06-06 06:58:35.516000+02:00
5,NOT_PRESENT,2022-06-06 06:58:38.199000+02:00
6,PRESENT,2022-06-06 07:54:35.023000+02:00
7,NOT_PRESENT,2022-06-06 07:55:06.406000+02:00
8,PRESENT,2022-06-06 07:55:30.075000+02:00
9,NOT_PRESENT,2022-06-06 08:01:54.515000+02:00
10,PRESENT,2022-06-06 08:14:34.792000+02:00
11,NOT_PRESENT,2022-06-06 08:15:39.670000+02:00
12,PRESENT,2022-06-06 08:57:52.120000+02:00
13,NOT_PRESENT,2022-06-06 09:38:24.202000+02:00
14,PRESENT,2022-06-06 18:08:50.442000+02:00
15,NOT_PRESENT,2022-06-06 19:09:34.626000+02:00
16,PRESENT,2022-06-06 19:09:38.897000+02:00
17,NOT_PRESENT,2022-06-06 19:11:58.173000+02:00
18,PRESENT,2022-06-06 19:12:12.646000+02:00
19,NOT_PRESENT,2022-06-06 19:55:39.996000+02:00
20,PRESENT,2022-06-06 21:01:27.854000+02:00
21,NOT_PRESENT,2022-06-06 21:02:38.453000+02:00
0,PRESENT,2022-06-07 07:21:35.274000+02:00
1,NOT_PRESENT,2022-06-07 07:27:16.127000+02:00
2,PRESENT,2022-06-07 09:45:04.101000+02:00
3,NOT_PRESENT,2022-06-07 12:10:59.599000+02:00
0,PRESENT,2022-06-08 11:05:48.143000+02:00
1,NOT_PRESENT,2022-06-08 12:27:06.946000+02:00
2,PRESENT,2022-06-08 12:27:29.571000+02:00
3,NOT_PRESENT,2022-06-08 12:27:47.959000+02:00
0,PRESENT,2022-06-09 19:03:28.165000+02:00
1,NOT_PRESENT,2022-06-09 19:04:01.439000+02:00
0,PRESENT,2022-06-10 07:31:56.579000+02:00
1,NOT_PRESENT,2022-06-10 07:32:18.186000+02:00
2,PRESENT,2022-06-10 11:05:34.310000+02:00
3,NOT_PRESENT,2022-06-10 11:08:20.283000+02:00
4,PRESENT,2022-06-10 11:08:36.886000+02:00
5,NOT_PRESENT,2022-06-10 11:08:42.997000+02:00
6,PRESENT,2022-06-10 11:08:53.217000+02:00
7,NOT_PRESENT,2022-06-10 11:09:42.902000+02:00
8,PRESENT,2022-06-10 11:10:31.608000+02:00
9,NOT_PRESENT,2022-06-10 11:10:34.553000+02:00
0,PRESENT,2022-06-11 10:34:50.322000+02:00
1,NOT_PRESENT,2022-06-11 10:40:01.815000+02:00
2,PRESENT,2022-06-11 10:40:05.855000+02:00
3,NOT_PRESENT,2022-06-11 10:41:44.768000+02:00
4,PRESENT,2022-06-11 10:41:48.809000+02:00
5,NOT_PRESENT,2022-06-11 10:41:53.118000+02:00
6,PRESENT,2022-06-11 10:41:56.466000+02:00
7,NOT_PRESENT,2022-06-11 10:41:59.411000+02:00
8,PRESENT,2022-06-11 10:42:06.169000+02:00
9,NOT_PRESENT,2022-06-11 10:42:31.227000+02:00
10,PRESENT,2022-06-11 10:43:09.567000+02:00
11,NOT_PRESENT,2022-06-11 10:43:43.110000+02:00
0,PRESENT,2022-06-12 11:30:54.523000+02:00
1,NOT_PRESENT,2022-06-12 11:31:01.006000+02:00
2,PRESENT,2022-06-12 11:31:05.216000+02:00
3,NOT_PRESENT,2022-06-12 11:31:07.876000+02:00
4,PRESENT,2022-06-12 11:31:24.460000+02:00
5,NOT_PRESENT,2022-06-12 11:31:25.785000+02:00
6,PRESENT,2022-06-12 11:31:31.572000+02:00
7,NOT_PRESENT,2022-06-12 11:38:11.727000+02:00
8,PRESENT,2022-06-12 11:38:27.206000+02:00
9,NOT_PRESENT,2022-06-12 11:39:10.704000+02:00
10,PRESENT,2022-06-12 11:39:13.345000+02:00
11,NOT_PRESENT,2022-06-12 11:39:28.806000+02:00
12,PRESENT,2022-06-12 11:39:37.961000+02:00
13,NOT_PRESENT,2022-06-12 11:39:59.516000+02:00
14,PRESENT,2022-06-12 17:48:53.634000+02:00
15,NOT_PRESENT,2022-06-12 20:30:42.780000+02:00
0,PRESENT,2022-06-14 07:00:33.878000+02:00
1,NOT_PRESENT,2022-06-14 07:06:06.287000+02:00
0,PRESENT,2022-06-16 08:35:18.708000+02:00
1,NOT_PRESENT,2022-06-16 08:40:52.561000+02:00
2,PRESENT,2022-06-16 08:41:13.640000+02:00
3,NOT_PRESENT,2022-06-16 08:41:20.588000+02:00
4,PRESENT,2022-06-16 08:41:30.867000+02:00
5,NOT_PRESENT,2022-06-16 08:42:07.681000+02:00
6,PRESENT,2022-06-16 08:45:08.497000+02:00
7,NOT_PRESENT,2022-06-16 08:45:42.066000+02:00
8,PRESENT,2022-06-16 08:59:42.601000+02:00
9,NOT_PRESENT,2022-06-16 08:59:58.819000+02:00
10,PRESENT,2022-06-16 09:07:50.976000+02:00
11,NOT_PRESENT,2022-06-16 09:08:23.458000+02:00
12,PRESENT,2022-06-16 09:15:09.180000+02:00
13,NOT_PRESENT,2022-06-16 09:15:34.673000+02:00
0,PRESENT,2022-06-17 11:35:44.858000+02:00
1,NOT_PRESENT,2022-06-17 11:38:03.436000+02:00
2,PRESENT,2022-06-17 11:56:30.298000+02:00
3,NOT_PRESENT,2022-06-17 11:56:39.378000+02:00
4,PRESENT,2022-06-17 11:57:37.190000+02:00
5,NOT_PRESENT,2022-06-17 11:57:44.661000+02:00
6,PRESENT,2022-06-17 11:57:51.904000+02:00
7,NOT_PRESENT,2022-06-17 11:59:11.471000+02:00
0,PRESENT,2022-06-18 11:41:22.560000+02:00
1,NOT_PRESENT,2022-06-18 11:57:53.359000+02:00
0,PRESENT,2022-06-19 11:46:10.195000+02:00
1,NOT_PRESENT,2022-06-19 12:45:16.122000+02:00
2,NOT_PRESENT,2022-06-19 15:49:18.230000+02:00
0,PRESENT,2022-06-20 12:08:12.904000+02:00
1,NOT_PRESENT,2022-06-20 12:08:14.240000+02:00
2,PRESENT,2022-06-20 12:08:28.400000+02:00
3,NOT_PRESENT,2022-06-20 12:08:31.755000+02:00
4,PRESENT,2022-06-20 12:08:46.095000+02:00
5,NOT_PRESENT,2022-06-20 12:08:55.323000+02:00
6,PRESENT,2022-06-20 12:08:58.644000+02:00
7,NOT_PRESENT,2022-06-20 12:09:03.826000+02:00
8,PRESENT,2022-06-20 12:09:08.737000+02:00
9,NOT_PRESENT,2022-06-20 12:09:10.072000+02:00
10,PRESENT,2022-06-20 12:09:13.826000+02:00
11,NOT_PRESENT,2022-06-20 12:09:16.746000+02:00
12,PRESENT,2022-06-20 12:09:21.653000+02:00
13,NOT_PRESENT,2022-06-20 12:09:24.574000+02:00
14,PRESENT,2022-06-20 12:09:27.653000+02:00
15,NOT_PRESENT,2022-06-20 12:15:41.232000+02:00
16,PRESENT,2022-06-20 12:15:45.903000+02:00
17,NOT_PRESENT,2022-06-20 12:16:00.531000+02:00
18,PRESENT,2022-06-20 12:16:13.342000+02:00
19,NOT_PRESENT,2022-06-20 12:16:16.266000+02:00
0,PRESENT,2022-06-21 08:37:21.875000+02:00
1,NOT_PRESENT,2022-06-21 08:37:39.486000+02:00
2,PRESENT,2022-06-21 08:37:53.452000+02:00
3,NOT_PRESENT,2022-06-21 08:59:54.626000+02:00
4,PRESENT,2022-06-21 09:00:05.582000+02:00
5,NOT_PRESENT,2022-06-21 09:00:31.775000+02:00
6,PRESENT,2022-06-21 09:00:37.567000+02:00
7,NOT_PRESENT,2022-06-21 09:01:17.629000+02:00
8,PRESENT,2022-06-21 09:01:26.766000+02:00
